,pubchem2d
2133,11000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000100000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2134,10000000011100100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000000000000000000000000000000000000000000000000000000000000110000010101000000000000000000000001111000000000000001000000100000000000000000000000110000001100100000011001100000000000001100001100011011000000000100000000001000000000100000010000001000100100010000100100001000000000100000100000000000000000001000000010000000000000000010001000100000000000000001110100110010001010000010100010011000100010100100101001000110010011100000000111000000000000011001001100000001010001000010001101100000000111100100001100000010110000000011101010000000000000000000010100000000000000000100100001000000000000010000000000000000000010100000000000000000100100001000000000000000000000000000000000000000000000000000000
2135,00000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2136,11100000011100110011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000001011000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000001111000000000000100000000100000000000000000000000110110001000110000011001111000000100001111111000100010010010110010000001001000000000101010000000001100110111111101110111110000000000100000101000000000100001001101010000000000100000000000011101100000100001101010000100110011011000000010000110011011111010110000001001110110010001100101000111000110001000011001101100010000000001110010001101100111000111101111000001000100000010000011101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2137,11000000011100000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100000000000000000000000000000001100000110000000000000000000000000000000000000000000000000000001001000000000011111110000000000000000000001100000000100000000000000000000000000000000000000110000000000100000000101100000000000001100000000000111000000000000000000000000001000100001000000001000100000010000100000000000000000000000110000000010000000001000000000100000010000010010001000100000011000000000000000000010001000000010000010000000100010101000000001000100010000100000000010000000000000001000001000000000000000001010001000100000000111000000001000000011000000000011101000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000
2138,10000000011100110011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000100000000000000000000000000000000000000000000000000000000000000101100011111000000000000000000000001110000000000000001000000000000000000000000000000110000001000110000010001111000000100001111001100000011110010000110000101000000000000101000010000001100110100011001110100011100000000100000101000000000100000001100010000001000100000001010001101100000100000001110000110010010011010000010000010000011100010110000001101000111010001100001000010010000001000011000001000000000000000110010001100100000000111000100001000000010000000000011100000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000
2139,00000000010000000000000110000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100000010000000000000000000000000000000000000000000000010000000000000000010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2140,11110000011110000011000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000000000000000000000000000100000000000100000001000000000000000000000100000100000000000000000000000000000000000100010000000000000100000110100100000100000000000000000000000000000000000001000000000000000000000000010000000100000000001000000000000000000001000000000000000000000010010000000000000000100000000000000000000000000000000000001001000000000000000000010000000000000000011100010001100100010100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2141,00000000010000110000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000000110000000000010100000000000000000000000000010011000000000000000000010000001000000000000000011001000000010110110010011001000000000000101000000000000000000000001000000110010000000000000000001000000000101101100000010001000010100000000000010000000100000000000000000001000000000000100000000100100000000000000000000000100000000000000100000000000000000000000010000000000000000010000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2142,11110000011110111011111000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100010010000000000000000000000001011000100100000000000000000000000000000000000000000000000000001011000000000011111100000000000000000000001111000000000000100000000100000100000000000000000100000011100111100011001011100000111000001011111100010111111010011000001011100010000101010000100000100000110111100010110110010000010100000001000000000101101000100010001000010100000000000010101000000100001011010000101010000010000100100110101100000010110010000001100100001000100001111100100010000001000000011110010000000000010110101110000000000100001111110100111110000001110010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2143,11100000011100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000000000000100000000000000000000000000000000100000000000110000010000000000000100000000100000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000010000000001000000000000000000000000000000000000000000000000001000000000000000000000000000000000001000100001000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2144,11000000011000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000010100101000001000000000000010000000000000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010001000000000010000000000000000000000000000000100100000000000000000001000000000000000000000000110000000000000000100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2145,00000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2146,11100000011100000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000000000100000001000000000000000000000100000100000000000000000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010010000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000001100010001100100010100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2147,00000000000000000011000000000000010000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2148,10000000011100000000000000000000000001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000001100000000010000000000000000000000000000000000000110000000010100000000001100000100000001100000000000010000000000000000000000000000000100000000000001000100000010000100000000000000000000000100000000000000000001000000000010100000000000010001000101001000000000000000000001010001000000010000010000000100010100000010001001000010000100000000010000000000000001000001000000000000000000010001000100000000111000000001000000011000000000011101000010000000000000000000010000000000000100000010000000000000100000010000000000000000000010000000000000100000010000000000000100000000000000000000000000000000000000000000
2149,11000000011100110011000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000011100000000000000000000000001110000000100000100000100000000000000000000000000100000001000110001010101001000000100101111011101000110010010010010000001000000001010101001000000000000110100011001110110010001110000110000101111000010111001011100010000101000111001010010001100100000011100000110000110010010001000100010000010000000100010100000001001000110010001100000000010000000000000011000001001000000000010000010001100100000100111000100000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2150,11000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000110000000000100000000000000000000000000000100000000000000000000000000000000000000000100000000000001000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2151,11000000011100000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001101000000000000000000000100000000000000000000000111000000100100000001001100000000000001100100000011010000000000000000000001000000000100000000000001000100000010000100000000000000000000000100000000000000000001000000010000000000000000010001000100000000000000001100000100010001000000010000010011000100010100000100001000100010010100000000111000000000000001001001100000000010001000010001001100000000111110000001100000011110000000011111000000100000000000000010000000000000000000010000000000000000000000000100000000000000010000000000000000000010000000000000000000000000000000000000000000000000000000000000
2152,11000000011110000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000011000000000000000000000000000000000000000000000000000000000000010101000000000000000000000001100000001000000000000000000000100000000000000000100000000000100000000001000000000000001100000000000010000000000000000000000000100000100000000100000000100000010000100000000000000000000000100000000000000000001000000000000000000000000010001000100000000000000000000000000010001000000010000010000000100010100000000001000100010000100000000010000000000000001000001000000000000000000010001000100000000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2153,11000000011100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000000000000000000000000000000000000000000000100000000000110000010000000000000100000000000000000000000011000000000000000000000000010000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2154,11000000011000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001110000000000000100000000000000000000000000000000110000001000100000010001100000000000001100101100000010000000010000000000000000000000100000000000001000100100010000100100000000000000100000100000000000000000001000000000001000000000000010001000100000000000000000000110010010001000000010000010000000100010100000001101000111010001100000000010000000000000011000001001000000000000000010001100100000000111000100001000000000000000000011100000100000000000000000000000000000000100000000100000000000000000000100000000000000000000000000000000100000000100000000000000000000000000000000000000000000000000000000000
2155,11100000011110100011000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000100000000000000000000000000000000000000000000000000000000000000101100011111000000000000000000000001111000000010000000000000000000000000000000000000110000011110111000011001111000100110001111101100111011110010000010000001010000000000101010000000001100110100111101110100110000000110100000101000100000100000001100010110011100100000000010001101100000100000011111110110111010011000000011110010011011100010110001011011001110011111100001110011100000101000111001001100000000010001110110101110100000000111100100001100000010110000000011100000000000100000000000010000000000000010000000110001000000000000000000000100000000000010000000000000010000000110001000000000000000000000000000000000000000000000000000000
2156,11100000011100110011000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000000000000000000000000000100000000000111000011000000000000110000000100000100000000011110000000000010000000000000010000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000001000000000000000000000000000000000100000000000000000011000000000000000000000000000001011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2157,11100000011110110011100110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000001111100000000000001000000000000000000000000000000110000001000101000011001100000010010001100100000100010000000000100000000010000000000101010000000001100100000111100100000100000000100000000100000000000000000001000000000000000000000000010001000100000000001001100000000100010011000000010000010011010110010100000000001010100010000100000000011000000000000001001001100000000000001000010001000100000000111100010001110110011101000100011101000000000000000000000100000000000000000000100000000000000000000000000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000
2158,11100000011100110011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001111000000000000100000000100000000000000000000000110000111100111000011001100000000110001100100000011010000010110000000000011000000000100010000000001000100001010100100001000000000000000000100000100000000000001000000010000000000000000010001000100010000001000011100000100010001000000011110011011000110010100001001011010100011011100001100011100000100000101001101101000000010001100110111010100000000111100110001100100010000000100011100010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2159,11100000011110000011100000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001101000000000000000000000000000000000000000000000111000010100101000001001100000000010001100100000011010000000000000000000010000000000110000000001101000100000010000100000000000100000000000100000100000000000001000000010000000000000000010001000100000000000000001100000100010001000000011010010011000100010100001000011000100011010100000100011100000100000101001001100000000010001000010101010100000000111100000001100000011010000000011111010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000
2160,10000000011100000010000000000000000000000001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000001101000000000010000000000000000000000000000011010100000000100100000001001000000000000001100000000011010000000000000000000010000000000100000000000000000100000010000100000000000000000000000100000100000000000001000000010000000000100000010001000100000000000000001100000100010101000000011000010011000100010100001000011000100011010100000100011100000100000101001001100000000010001000010001010101000010111100000000100000000000000000000000000000000010000000000000000000000000000001000000000010000000000000000000010000000000000000000000000000001000000000010000000000000000000000000000000000000000000000000000
2161,11100000011110111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000001110000000000000010000000000000000000000000000000100000001000100000010001000000000100001100101100000010000011000000000000000000000000100000100000000000100100010000100100000000000000100000100000000000000000001000010000001000000000000010001000100000000000000010000110010010001000000010000010000000100010110000001001000110010001100001000010000000001000011000001000000000000000010010001100100000000111000100000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2162,11000000011000111011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000111000000000000000000000000000000110100000000111000011000000000000110000000110000000000000010111000100100010000000000001000010000000000000000000000000010010100000000000000000000000000000001000000000000000000000000000001010000000010000000000010000000000000000000100000000000000000000000000000001000100000000000000001100000000000000000000101100001000000000010000000000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2163,11000000011000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000000000000000000000000000100000000100100000001000000000000000000000100000000000000000000000000000000000000000000010000000000010000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000010001000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2164,11000000011100100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001111000000000000000000000000000000000000000000000110000001000111000011001100000000110001100101100000010000011000000000000000000000000100010000000001000101100010100101100000000000000100000100000000000000000001001010000001000000000000010001000100000000001000010000110010011001000000010000010000000110010110000001001010110010001100001000010000100001000011000001000000000000000110010001100100110000111000110001000100100000000100111100000100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2165,00000000011000100010000000000000000000000101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001111000000000010000000000000000000000000000011010110000000100100000011001100000000000001100000000011010000000000000000000000000000000100100000000011000100000010000100000000000000000001000100000000000000000001000000010000000000100000000001000100000000000000001000000100010101000000010001010011000100010100000000001000100010010100000000011000000000000001001001100000000010001000010001000101000011111100000001100000000000000000011100010000000000000000000000001000000000000001000000000010000000000010000000000000000000000001000000000000001000000000010000000000000000000000000000000000000000000000000000
2166,10000000010000000011000000100010011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000000000000000000000000000100000000000000000000000000000000000000000000000000010000000100000000000000000000000000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2167,10000000011000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000000000000000000000000000110000000100100000001000000000000000000000100000000000000000000000000000000000000000100010000000001010100000010100100000000000000000000000000000000000000000001000000000000000000000000010000000100000000001000000000000000001001000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000000000000010000000000110000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2168,11100000011100000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000100000000000000000000000000000000000000100000000000100001000100000000000000100000100000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2169,11000000000000110000000111001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2170,11000000011100111011100110100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001111100000100000010000100000000000000000000000000100000000100100000001101000000010110001100110000011110000011000000000000010000000010101010000000000000100000010000100011000001110000010100100000100000010000001000000010000000000000000011111000100000011010000011100000100010001000100011000010011000100010100001000011000100011010100000000011000000100000001011001100001100110001000010001010100000000111100000000100000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000
2171,11100000011100111011100110000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000100000000000000000000000000000000000000000000000000000000000000000000011100000000000000000000000001111100000100000100000100000000000000000000000000110000000000100000010101101100010010001100110001000110000110110010000001010000000010101010000000001000100010011000100011010001110000010000101000000000011001001000000000000010100000000010011000100000011000000100000000000010001000100010000010100000100010100000000001100100010000100000000010000000000000001010001000000100000010000010001000100000000111000000001000000010000000000011100000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000
2172,10000000010000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000000000000000000000000000000000000000101000001000000000000011000000000000100000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2173,11000000011000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000000000101000001000000000000010000000000000100000000000000000000000011000000000100010000000000000100000110100100000100000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000001000000000000010001010000000000000000000010000000000000000000100000000000000000000000000000000000000000000000110010000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2174,11100000011100000011100000000010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001101000000100000000000000000000100000000000000000100000000100101000001101000000000010101100100000011110000000000000000000000100011000100000000100000000100000010000100000000010000000000000100000000000000000001000000010100000010000000010001000100000011000000001100000100010001000000010000010011000100010101000000001000100010010100000000011000000000000001001001100000000010001000010001000100000000111100000000100000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2175,11100000011100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000110001000100100000001000000000000000000000100000000000000000000000000000001000000000100000000000001000100000010000100000000000000000000000000000000000000000001000000000000000000000000010000000100000000000000000000000000000001000000000000000010000000010000000000000000100000000000000000100000000000000000001001000000000000000000010000001000000000010000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2176,11100000011110100011000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000011000000000000000000000000000000000000000000000000000000000000010101000000000000000000000001111000000010000000000000000000000000000000000000110100010110101000011001100000100010001100100000111010000000000000000000010000000000100110000000011000100000110100100000100000000000000000100000100000000000001000000010010100000000000010001000100000000001000001100000101010001000000011001010011000110010100001010011011100011010100000100011100000100000101001001100000000010001000010001010100000001111110010001100100011110000100011101000010000000000000000010000000000000000000000000000000000000000000010000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000
2177,11100000011100100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000000000000000000000000000111000000000100000011000000000000100000000100000000000000010110000000000000000000000000010000000000000000001000100000001000000000000000000000000000000000000000000000000000000000000000000000000000010000001000010000000000000000000000000000000000000010010000000001000000000000000000001000000000000000000000000000000001000000000000000000000000000000001000110001000000000000000000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2178,
2179,00000000000000000011000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
