,class,tax_order,family,genus,gen_spec
0,Actinopterygii,Cypriniformes,Cyprinidae,Pimephales,Pimephales promelas
1,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Lepomis macrochirus
2,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,Salvelinus fontinalis
3,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus mykiss
12,Actinopterygii,Scorpaeniformes,Agonidae,Agonus,Agonus cataphractus
13,Actinopterygii,Cypriniformes,Cyprinidae,Rasbora,Rasbora heteromorpha
15,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia affinis
16,Actinopterygii,Siluriformes,Ictaluridae,Ictalurus,Ictalurus sp.
17,Actinopterygii,Cypriniformes,Cyprinidae,Semotilus,Semotilus atromaculatus
18,Actinopterygii,Perciformes,Sparidae,Lagodon,Lagodon rhomboides
19,Actinopterygii,Siluriformes,Ictaluridae,Ictalurus,Ictalurus punctatus
20,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinus,Cyprinus carpio
21,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
22,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus kisutch
24,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Carassius auratus
27,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,Poecilia reticulata
29,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Lepomis cyanellus
31,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus sp.
32,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus clarkii
35,Actinopterygii,Perciformes,Percidae,Perca,Perca flavescens
39,Actinopterygii,Cypriniformes,Cyprinidae,Rutilus,Rutilus rutilus
40,Actinopterygii,Cypriniformes,Cyprinidae,Tinca,Tinca tinca
41,Actinopterygii,Perciformes,Percidae,Perca,Perca fluviatilis
42,Actinopterygii,Cypriniformes,Cyprinidae,Leuciscus,Leuciscus leuciscus
46,Actinopterygii,Salmoniformes,Salmonidae,Salmo,Salmo trutta
54,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Fundulus,Fundulus heteroclitus
56,Actinopterygii,Perciformes,Moronidae,Morone,Morone saxatilis
59,Actinopterygii,Perciformes,Percidae,Percina,Percina caprodes
61,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Carassius carassius
62,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Lepomis humilis
65,Actinopterygii,Salmoniformes,Salmonidae,Salmo,Salmo salar
66,Actinopterygii,Atheriniformes,Atherinidae,Labidesthes,Labidesthes sicculus
68,Actinopterygii,Mugiliformes,Mugilidae,Mugil,Mugil cephalus
70,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,Poecilia latipinna
77,Actinopterygii,Perciformes,Labridae,Thalassoma,Thalassoma bifasciatum
79,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,Salvelinus namaycush
80,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Petromyzon,Petromyzon marinus
82,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,Cyprinodon variegatus
84,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Fundulus,Fundulus majalis
85,Actinopterygii,Perciformes,Centrarchidae,Micropterus,Micropterus salmoides
86,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus nerka
90,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,Barbus ticto
91,Actinopterygii,Cypriniformes,Cyprinidae,Rasbora,Rasbora trilineata
92,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Lepomis microlophus
93,Actinopterygii,Gasterosteiformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus
96,Actinopterygii,Perciformes,Centrarchidae,Pomoxis,Pomoxis annularis
97,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Jordanella,Jordanella floridae
101,Actinopterygii,Esociformes,Umbridae,Umbra,Umbra pygmaea
102,Actinopterygii,Perciformes,Centrarchidae,Micropterus,Micropterus dolomieu
103,Actinopterygii,Cypriniformes,Cyprinidae,Notropis,Notropis hudsonius
105,Actinopterygii,Beloniformes,Adrianichthyidae,Oryzias,Oryzias latipes
106,Actinopterygii,Perciformes,Sciaenidae,Leiostomus,Leiostomus xanthurus
108,Actinopterygii,Cypriniformes,Cyprinidae,Notemigonus,Notemigonus crysoleucas
109,Actinopterygii,Siluriformes,Clariidae,Clarias,Clarias batrachus
119,Actinopterygii,Cypriniformes,Cyprinidae,Ptychocheilus,Ptychocheilus oregonensis
120,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Fundulus,Fundulus diaphanus
121,Actinopterygii,Perciformes,Moronidae,Morone,Morone americana
122,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Lepomis gibbosus
123,Actinopterygii,Anguilliformes,Anguillidae,Anguilla,Anguilla rostrata
124,Actinopterygii,Perciformes,Cichlidae,Tilapia,Tilapia sp.
125,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronectes,Pleuronectes platessa
126,Actinopterygii,Pleuronectiformes,Pleuronectidae,Platichthys,Platichthys flesus
127,Actinopterygii,Esociformes,Esocidae,Esox,Esox lucius
128,Actinopterygii,Pleuronectiformes,Pleuronectidae,Limanda,Limanda limanda
129,Actinopterygii,Siluriformes,Ictaluridae,Ameiurus,Ameiurus melas
130,Actinopterygii,Perciformes,Cichlidae,Oreochromis,Oreochromis mossambicus
131,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,Cyprinodon macularius
132,Actinopterygii,Perciformes,Carangidae,Trachinotus,Trachinotus carolinus
133,Actinopterygii,Perciformes,Cichlidae,Tilapia,Tilapia leucosticta
134,Actinopterygii,Perciformes,Cichlidae,Tilapia,Tilapia rendalli
135,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,Salvelinus malma
136,Actinopterygii,Perciformes,Embiotocidae,Cymatogaster,Cymatogaster aggregata
137,Actinopterygii,Perciformes,Embiotocidae,Micrometrus,Micrometrus minimus
139,Actinopterygii,Cypriniformes,Cyprinidae,Notropis,Notropis atherinoides
140,Actinopterygii,Clupeiformes,Clupeidae,Alosa,Alosa sapidissima
142,Actinopterygii,Cypriniformes,Cyprinidae,Leuciscus,Leuciscus idus
146,Actinopterygii,Mugiliformes,Mugilidae,Chelon,Chelon labrosus
176,Actinopterygii,Perciformes,Embiotocidae,Rhacochilus,Rhacochilus vacca
190,Actinopterygii,Cypriniformes,Cyprinidae,Acrocheilus,Acrocheilus alutaceus
191,Actinopterygii,Cypriniformes,Cyprinidae,Pimephales,Pimephales notatus
196,Actinopterygii,Cypriniformes,Cyprinidae,Ctenopharyngodon,Ctenopharyngodon idella
197,Actinopterygii,Cypriniformes,Cyprinidae,Labeo,Labeo rohita
206,Actinopterygii,Cypriniformes,Cyprinidae,Alburnus,Alburnus alburnus
213,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus gorbuscha
254,Actinopterygii,Clupeiformes,Clupeidae,Alosa,Alosa pseudoharengus
255,Actinopterygii,Clupeiformes,Clupeidae,Dorosoma,Dorosoma cepedianum
256,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,Coregonus artedii
257,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,Coregonus clupeaformis
258,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,Coregonus hoyi
259,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,Coregonus johannae
260,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,Coregonus kiyi
261,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,Coregonus sp.
262,Actinopterygii,Salmoniformes,Salmonidae,Prosopium,Prosopium cylindraceum
264,Actinopterygii,Osmeriformes,Osmeridae,Osmerus,Osmerus mordax
265,Actinopterygii,Scorpaeniformes,Cottidae,Cottus,Cottus bairdi
266,Actinopterygii,Scorpaeniformes,Cottidae,Cottus,Cottus cognatus
267,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus,Myoxocephalus quadricornis
268,Actinopterygii,Cypriniformes,Cyprinidae,Agosia,Agosia chrysogaster
269,Actinopterygii,Cypriniformes,Cyprinidae,Campostoma,Campostoma anomalum
270,Actinopterygii,Cypriniformes,Cyprinidae,Luxilus,Luxilus chrysocephalus
271,Actinopterygii,Cypriniformes,Cyprinidae,Phoxinus,Phoxinus eos
273,Actinopterygii,Cypriniformes,Cyprinidae,Rhinichthys,Rhinichthys atratulus
274,Actinopterygii,Cypriniformes,Cyprinidae,Rhinichthys,Rhinichthys osculus
276,Actinopterygii,Cypriniformes,Catostomidae,Catostomus,Catostomus catostomus
277,Actinopterygii,Cypriniformes,Catostomidae,Catostomus,Catostomus commersoni
278,Actinopterygii,Cypriniformes,Catostomidae,Moxostoma,Moxostoma sp.
280,Actinopterygii,Gadiformes,Gadidae,Lota,Lota lota
281,Actinopterygii,Cyprinodontiformes,Poeciliidae,Xiphophorus,Xiphophorus maculatus
282,Actinopterygii,Gasterosteiformes,Gasterosteidae,Culaea,Culaea inconstans
283,Actinopterygii,Perciformes,Centrarchidae,Ambloplites,Ambloplites rupestris
284,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Lepomis megalotis
285,Actinopterygii,Perciformes,Centrarchidae,Pomoxis,Pomoxis nigromaculatus
286,Actinopterygii,Perciformes,Percidae,Etheostoma,Etheostoma caeruleum
287,Actinopterygii,Perciformes,Percidae,Etheostoma,Etheostoma spectabile
289,Actinopterygii,Perciformes,Sciaenidae,Aplodinotus,Aplodinotus grunniens
301,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus
309,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,Barbus barbus
333,Actinopterygii,Atheriniformes,Atherinidae,Menidia,Menidia beryllina
343,Actinopterygii,Perciformes,Anabantidae,Anabas,Anabas testudineus
344,Actinopterygii,Siluriformes,Heteropneustidae,Heteropneustes,Heteropneustes fossilis
345,Actinopterygii,Cypriniformes,Cyprinidae,Pseudorasbora,Pseudorasbora parva
355,Actinopterygii,Perciformes,Moronidae,Dicentrarchus,Dicentrarchus labrax
364,Actinopterygii,Atheriniformes,Atherinidae,Menidia,Menidia menidia
371,Actinopterygii,Cypriniformes,Cyprinidae,Phoxinus,Phoxinus phoxinus
374,Actinopterygii,Gonorhynchiformes,Chanidae,Chanos,Chanos chanos
379,Actinopterygii,Anguilliformes,Anguillidae,Anguilla,Anguilla japonica
387,Actinopterygii,Salmoniformes,Salmonidae,Thymallus,Thymallus arcticus
393,Actinopterygii,Osteoglossiformes,Notopteridae,Notopterus,Notopterus notopterus
395,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Fundulus,Fundulus similis
404,Actinopterygii,Perciformes,Channidae,Channa,Channa punctata
408,Actinopterygii,Cypriniformes,Cyprinidae,Cirrhinus,Cirrhinus mrigala
409,Actinopterygii,Clupeiformes,Clupeidae,Brevoortia,Brevoortia tyrannus
418,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Danio malabaricus
419,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Fundulus,Fundulus grandis
430,Actinopterygii,Perciformes,Gobiidae,Chasmichthys,Chasmichthys dolichognathus
436,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Danio sp.
440,Actinopterygii,Cypriniformes,Cobitidae,Misgurnus,Misgurnus fossilis
442,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Fundulus,Fundulus sp.
448,Actinopterygii,Characiformes,Characidae,Gymnocorymbus,Gymnocorymbus ternetzi
449,Actinopterygii,Cypriniformes,Cyprinidae,Luxilus,Luxilus cornutus
450,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinella,Cyprinella spiloptera
451,Actinopterygii,Perciformes,Moronidae,Morone,Morone chrysops
452,Actinopterygii,Perciformes,Percidae,Sander,Sander canadensis
458,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,Salvelinus sp.
464,Actinopterygii,Cypriniformes,Cobitidae,Lepidocephalichthys,Lepidocephalichthys thermalis
468,Actinopterygii,Perciformes,Cichlidae,Oreochromis,Oreochromis niloticus
474,Actinopterygii,Perciformes,Sparidae,Stenotomus,Stenotomus chrysops
476,Actinopterygii,Perciformes,Cichlidae,Tilapia,Tilapia aurea
482,Actinopterygii,Perciformes,Sparidae,Archosargus,Archosargus probatocephalus
492,Actinopterygii,Perciformes,Lactariidae,Lactarius,Lactarius lactarius
505,Actinopterygii,Perciformes,Kuhliidae,Kuhlia,Kuhlia sandvicensis
506,Actinopterygii,Clupeiformes,Engraulidae,Encrasicholina,Encrasicholina purpurea
509,Actinopterygii,Perciformes,Channidae,Channa,Channa striata
549,Actinopterygii,Perciformes,Sciaenidae,Cynoscion,Cynoscion nebulosus
550,Actinopterygii,Cypriniformes,Cyprinidae,Gibelion,Gibelion catla
552,Actinopterygii,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla
556,Actinopterygii,Clupeiformes,Clupeidae,Alosa,Alosa aestivalis
557,Actinopterygii,Perciformes,Channidae,Channa,Channa orientalis
558,Actinopterygii,Perciformes,Serranidae,Serranus,Serranus scriba
559,Actinopterygii,Cypriniformes,Cyprinidae,Labeo,Labeo boga
561,Actinopterygii,Perciformes,Centrarchidae,Enneacanthus,Enneacanthus gloriosus
565,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus aguabonita
582,Actinopterygii,Mugiliformes,Mugilidae,Valamugil,Valamugil engeli
604,Actinopterygii,Cypriniformes,Cyprinidae,Rasbora,Rasbora neilgherriensis
617,Actinopterygii,Pleuronectiformes,Scophthalmidae,Psetta,Psetta maeotica
626,Actinopterygii,Amiiformes,Amiidae,Amia,Amia calva
637,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus morhua
638,Actinopterygii,Cypriniformes,Balitoridae,Noemacheilus,Noemacheilus barbatulus
639,Actinopterygii,Esociformes,Umbridae,Umbra,Umbra limi
640,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,Barbus holubi
641,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronectes,Pleuronectes americanus
642,Actinopterygii,Cypriniformes,Cyprinidae,Labeo,Labeo capensis
644,Actinopterygii,Perciformes,Cichlidae,Herotilapia,Herotilapia multispinosa
649,Actinopterygii,Cypriniformes,Cyprinidae,Campostoma,Campostoma oligolepis
651,Actinopterygii,Cypriniformes,Cyprinidae,Labeo,Labeo umbratus
675,Chondrichthyes,Rajiformes,Rajidae,Leucoraja,Leucoraja erinacea
676,Actinopterygii,Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys stigmaeus
682,Actinopterygii,Batrachoidiformes,Batrachoididae,Opsanus,Opsanus beta
683,Actinopterygii,Cypriniformes,Cobitidae,Cobitis,Cobitis taenia
688,Actinopterygii,Siluriformes,Bagridae,Sperata,Sperata seenghala
690,Actinopterygii,Cypriniformes,Cyprinidae,Leucaspius,Leucaspius delineatus
700,Actinopterygii,Cypriniformes,Cyprinidae,Rasbora,Rasbora daniconius
704,Actinopterygii,Perciformes,Blenniidae,Lipophrys,Lipophrys pholis
709,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus keta
716,Actinopterygii,Perciformes,Serranidae,Serranus,Serranus cabrilla
722,Actinopterygii,Mugiliformes,Mugilidae,Mugil,Mugil saliens
731,Actinopterygii,Cypriniformes,Cyprinidae,Alburnus,Alburnus albidus
733,Actinopterygii,Perciformes,Labridae,Tautogolabrus,Tautogolabrus adspersus
738,Actinopterygii,Perciformes,Gobiidae,Neogobius,Neogobius melanostomus
739,Actinopterygii,Perciformes,Gobiidae,Neogobius,Neogobius fluviatilis
779,Actinopterygii,Cypriniformes,Cyprinidae,Zacco,Zacco platypus
781,Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus canicula
782,Actinopterygii,Perciformes,Osphronemidae,Trichogaster,Trichogaster trichopterus
788,Actinopterygii,Perciformes,Gobiidae,Odontamblyopus,Odontamblyopus rubicundus
808,Actinopterygii,Perciformes,Centrarchidae,Micropterus,Micropterus sp.
819,Actinopterygii,Perciformes,Moronidae,Morone,Morone mississippiensis
821,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,Barbus dorsalis
823,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Fundulus,Fundulus confluentus
828,Actinopterygii,Cypriniformes,Cyprinidae,Labeo,Labeo bata
833,Actinopterygii,Acipenseriformes,Polyodontidae,Polyodon,Polyodon spathula
834,Actinopterygii,Perciformes,Kyphosidae,Girella,Girella punctata
835,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,Engraulis encrasicolus
837,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Carassius sp.
849,Actinopterygii,Perciformes,Sciaenidae,Micropogonias,Micropogonias undulatus
850,Actinopterygii,Clupeiformes,Clupeidae,Brevoortia,Brevoortia patronus
851,Actinopterygii,Pleuronectiformes,Bothidae,Paralichthys,Paralichthys sp.
852,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,Coregonus zenithicus
855,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,Acipenser gueldenstaedtii
856,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,Acipenser stellatus
857,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,Acipenser nudiventris
858,Actinopterygii,Perciformes,Percidae,Etheostoma,Etheostoma exile
859,Actinopterygii,Siluriformes,Ictaluridae,Ameiurus,Ameiurus natalis
861,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea pallasii
867,Actinopterygii,Perciformes,Percidae,Gymnocephalus,Gymnocephalus cernuus
882,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,Poecilia mexicana
888,Actinopterygii,Perciformes,Carangidae,Seriola,Seriola quinqueradiata
891,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,Coregonus fera
931,Actinopterygii,Siluriformes,Ictaluridae,Ameiurus,Ameiurus catus
932,Actinopterygii,Tetraodontiformes,Tetraodontidae,Sphoeroides,Sphoeroides maculatus
933,Actinopterygii,Cypriniformes,Catostomidae,Ictiobus,Ictiobus cyprinellus
934,Actinopterygii,Semionotiformes,Lepisosteidae,Lepisosteus,Lepisosteus platostomus
935,Actinopterygii,Siluriformes,Ictaluridae,Pylodictis,Pylodictis olivaris
950,Actinopterygii,Anguilliformes,Congridae,Conger,Conger conger
954,Actinopterygii,Gadiformes,Gadidae,Pollachius,Pollachius virens
955,Actinopterygii,Gadiformes,Gadidae,Trisopterus,Trisopterus luscus
960,Actinopterygii,Cypriniformes,Cobitidae,Misgurnus,Misgurnus anguillicaudatus
975,Actinopterygii,Salmoniformes,Plecoglossidae,Plecoglossus,Plecoglossus altivelis
977,Actinopterygii,Cypriniformes,Cyprinidae,Leuciscus,Leuciscus cephalus
982,Actinopterygii,Pleuronectiformes,Soleidae,Solea,Solea solea
983,Actinopterygii,Perciformes,Cichlidae,Tilapia,Tilapia melanotheron
987,Actinopterygii,Cypriniformes,Cyprinidae,Rutilus,Rutilus kutum
988,Chondrichthyes,Squaliformes,Squalidae,Squalus,Squalus acanthias
989,Actinopterygii,Cypriniformes,Catostomidae,Ictiobus,Ictiobus bubalus
990,Actinopterygii,Cypriniformes,Catostomidae,Moxostoma,Moxostoma macrolepidotum
991,Actinopterygii,Cypriniformes,Catostomidae,Moxostoma,Moxostoma erythrurum
992,Actinopterygii,Cypriniformes,Catostomidae,Carpiodes,Carpiodes carpio
993,Actinopterygii,Cypriniformes,Catostomidae,Carpiodes,Carpiodes cyprinus
994,Actinopterygii,Osteoglossiformes,Hiodontidae,Hiodon,Hiodon tergisus
996,Actinopterygii,Gadiformes,Gadidae,Gaidropsarus,Gaidropsarus capensis
997,Actinopterygii,Pleuronectiformes,Soleidae,Synaptura,Synaptura kleini
998,Actinopterygii,Pleuronectiformes,Soleidae,Heteromycteris,Heteromycteris capensis
999,Actinopterygii,Perciformes,Sparidae,Lithognathus,Lithognathus mormyrus
1000,Actinopterygii,Perciformes,Sparidae,Diplodus,Diplodus sargus
1001,Actinopterygii,Perciformes,Sparidae,Pachymetopon,Pachymetopon blochii
1010,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus
1013,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus masou
1020,Actinopterygii,Perciformes,Centrarchidae,Micropterus,Micropterus treculii
1035,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
1036,Actinopterygii,Cypriniformes,Cyprinidae,Notropis,Notropis heterolepis
1038,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Aplocheilus,Aplocheilus melanostigma
1054,Actinopterygii,Perciformes,Pomacentridae,Chrysiptera,Chrysiptera cyanea
1055,Actinopterygii,Pleuronectiformes,Pleuronectidae,Platichthys,Platichthys stellatus
1074,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,Nocomis leptocephalus
1075,Actinopterygii,Perciformes,Percidae,Etheostoma,Etheostoma flabellare
1076,Actinopterygii,Semionotiformes,Lepisosteidae,Lepisosteus,Lepisosteus osseus
1092,Actinopterygii,Cypriniformes,Cyprinidae,Notropis,Notropis anogenus
1093,Actinopterygii,Cypriniformes,Cyprinidae,Opsopoeodus,Opsopoeodus emiliae
1096,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,Poecilia sphenops
1101,Actinopterygii,Cypriniformes,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix
1140,Actinopterygii,Acipenseriformes,Acipenseridae,Huso,Huso huso
1143,Actinopterygii,Perciformes,Gobiidae,Gobio,Gobio gobio
1149,Actinopterygii,Cypriniformes,Catostomidae,Erimyzon,Erimyzon sucetta
1150,Actinopterygii,Perciformes,Sciaenidae,Sciaenops,Sciaenops ocellatus
1152,Actinopterygii,Perciformes,Haemulidae,Orthopristis,Orthopristis chrysoptera
1153,Actinopterygii,Perciformes,Sciaenidae,Bairdiella,Bairdiella chrysoura
1155,Actinopterygii,Perciformes,Sparidae,Chrysophrys,Chrysophrys major
1164,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Adinia,Adinia xenica
1165,Actinopterygii,Cypriniformes,Cyprinidae,Rutilus,Rutilus caspicus
1166,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Aphanius,Aphanius fasciatus
1180,Actinopterygii,Perciformes,Gobiidae,Chaenogobius,Chaenogobius annularis
1205,Actinopterygii,Cypriniformes,Cyprinidae,Labeo,Labeo fimbriatus
1206,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,Barbus filamentosus
1217,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinella,Cyprinella lutrensis
1244,Actinopterygii,Perciformes,Cichlidae,Cichlasoma,Cichlasoma nigrofasciatum
1250,Actinopterygii,Perciformes,Sparidae,Argyrozona,Argyrozona argyrozona
1251,Actinopterygii,Perciformes,Sciaenidae,Argyrosomus,Argyrosomus regius
1252,Actinopterygii,Perciformes,Sparidae,Pachymetopon,Pachymetopon grande
1253,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,Merluccius capensis
1254,Actinopterygii,Ophidiiformes,Ophidiidae,Genypterus,Genypterus capensis
1255,Actinopterygii,Pleuronectiformes,Soleidae,Synaptura,Synaptura marginata
1256,Actinopterygii,Perciformes,Carangidae,Trachurus,Trachurus trachurus
1257,Actinopterygii,Lophiiformes,Lophiidae,Lophius,Lophius piscatorius
1258,Actinopterygii,Scorpaeniformes,Triglidae,Trigla,Trigla capensis
1260,Actinopterygii,Perciformes,Scombridae,Scomber,Scomber japonicus
1263,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,Barbus natalensis
1287,Actinopterygii,Perciformes,Anabantidae,Anabas,Anabas scandens
1334,Actinopterygii,Mugiliformes,Mugilidae,Mugil,Mugil curema
1362,Actinopterygii,Osteoglossiformes,Hiodontidae,Hiodon,Hiodon alosoides
1377,Actinopterygii,Cypriniformes,Catostomidae,Minytrema,Minytrema melanops
1381,Actinopterygii,Perciformes,Sparidae,Chrysophrys,Chrysophrys auratus
1383,Actinopterygii,Clupeiformes,Clupeidae,Harengula,Harengula jaguana
1384,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,Barbus anoplus
1403,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,Salvelinus leucomaenis
1404,Actinopterygii,Gasterosteiformes,Gasterosteidae,Pungitius,Pungitius pungitius
1425,Chondrichthyes,Rajiformes,Rajidae,Raja,Raja clavata
1441,Actinopterygii,Gymnotiformes,Electrophoridae,Electrophorus,Electrophorus electricus
1442,Actinopterygii,Perciformes,Anabantidae,Macropodus,Macropodus opercularis
1448,Actinopterygii,Cyprinodontiformes,Aplocheilidae,Rivulus,Rivulus marmoratus
1449,Actinopterygii,Cypriniformes,Cyprinidae,Rhodeus,Rhodeus sericeus
1457,Actinopterygii,Cyprinodontiformes,Poeciliidae,Heterandria,Heterandria formosa
1488,Actinopterygii,Gasterosteiformes,Gasterosteidae,Spinachia,Spinachia spinachia
1489,Actinopterygii,Siluriformes,Pimelodidae,Pimelodus,Pimelodus maculatus
1508,Actinopterygii,Osmeriformes,Osmeridae,Mallotus,Mallotus villosus
1511,Actinopterygii,Cypriniformes,Cyprinidae,Puntius,Puntius sophore
1512,Actinopterygii,Perciformes,Channidae,Channa,Channa marulius
1514,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Lepomis sp.
1524,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus tauvina
1537,Actinopterygii,Perciformes,Percidae,Perca,Perca sp.
1540,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon serpae
1542,Actinopterygii,Perciformes,Centrarchidae,Pomoxis,Pomoxis sp.
1555,Actinopterygii,Perciformes,Osphronemidae,Colisa,Colisa fasciata
1556,Actinopterygii,Perciformes,Anabantidae,Betta,Betta splendens
1557,Chondrichthyes,Rajiformes,Rajidae,Raja,Raja radiata
1558,Chondrichthyes,Rajiformes,Rajidae,Raja,Raja ocellata
1574,Actinopterygii,Siluriformes,Ictaluridae,Noturus,Noturus miurus
1575,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis
1576,Actinopterygii,Scorpaeniformes,Cottidae,Oligocottus,Oligocottus maculosus
1577,Actinopterygii,Atheriniformes,Atherinidae,Leuresthes,Leuresthes tenuis
1578,Actinopterygii,Perciformes,Eleotridae,Hypseleotris,Hypseleotris galii
1579,Actinopterygii,Perciformes,Ammodytidae,Ammodytes,Ammodytes hexapterus
1581,Actinopterygii,Gasterosteiformes,Syngnathidae,Syngnathus,Syngnathus fuscus
1582,Actinopterygii,Perciformes,Gobiidae,Gobiosoma,Gobiosoma bosc
1598,Actinopterygii,Cypriniformes,Cyprinidae,Tribolodon,Tribolodon hakonensis
1603,Actinopterygii,Cyprinodontiformes,Poeciliidae,Xiphophorus,Xiphophorus helleri
1607,Actinopterygii,Perciformes,Cichlidae,Haplochromis,Haplochromis darlingi
1608,Actinopterygii,Characiformes,Alestiidae,Alestes,Alestes imbera
1609,Actinopterygii,Perciformes,Cichlidae,Tilapia,Tilapia macrochir
1613,Actinopterygii,Perciformes,Percidae,Etheostoma,Etheostoma nigrum
1617,Actinopterygii,Cypriniformes,Cyprinidae,Notropis,Notropis stramineus
1618,Actinopterygii,Cypriniformes,Cyprinidae,Rhinichthys,Rhinichthys cataractae
1622,Actinopterygii,Tetraodontiformes,Tetraodontidae,Fugu,Fugu niphobles
1630,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Fundulus,Fundulus notatus
1631,Actinopterygii,Cypriniformes,Cyprinidae,Notropis,Notropis buccatus
