,test_cas,smiles,pubchem2d,atom_number,alone_atom_number,bonds_number,doubleBond,tripleBond,ring_number,Mol,MorganDensity,LogP,oh_count
761,79538-32-2,Cc1c(F)c(F)c(COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)c(F)c1F,11000000011110000011000111000000000001000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001101100000010000000000000000000000000000000000000111100000010101000001001100000011010000000100000100010000000000000000000010000000000100010000000001000100000110100100000100000000000000000100000000000000000001000000000000000000000000000001000100000000001000000000000100010001000000010000010011000110010100000000011000000011000100000100011000000000000001001001100000000000001000010001010100000000111100010001100000000110000000011111100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,21,0,28,2,0,2,418.7360000000001,1.1111111111111112,5.551820000000002,0
762,98-73-7,CC(C)(C)c1ccc(cc1)C(O)=O,11000000011100000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001101000000000000000000000100000000000000000000000111000000000100000001001100000000000001100100000100010000000000000000000001000000000100010000000001000100000110100100000100000000000000000100000000000000000001001000000000000000000000010001000100000000001000000000000100011001000000010000010011000110010100000000001010100010000100000000111000100000000001001001100000000000001000010001001100110000111100010001100100011110000100011111100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7,0,13,1,0,1,178.23099999999997,1.1538461538461537,2.6823000000000006,1
763,518-47-8,[Na+].[Na+].[O-]C(=O)c1ccccc1C2=C3C=CC(=O)C=C3Oc4cc([O-])ccc24,11000000011110000011100000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000010000001000000000000000000000000000000000000000000000000100000010100000000000000000000000001101000000000000000000000000000000000000000000000110000000100100000001001100000000000001100000000111010000000000000000000010000000000100010000000001010100000110100100000100000000000000000100000100000000000001001000010000000000000000010001000100000000001000001100000100011001000000011000010011100110010100001000011010100011010100000100011100100100000101001011100000000010101000010001010100110000111100010001110100011111100100011101010000000000000000000000000100000000000000110000000000000000000010000000000000000000000000100000000000000110000000000000000000000000000000000000000000000000000000000000,15,4,28,5,0,4,376.27500000000015,0.8888888888888888,-3.9900999999999964,0
764,299-86-5,CN[P](=O)(OC)Oc1ccc(cc1Cl)C(C)(C)C,11100000011100100011000000000010000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001111000000010000100001000000000100000000000000000111000000110100000001001100000100110001100100000011010000000010000000000000100010000100000000100001000100000010000100000000010000000000000100000000000000000001000000010010101000000000010001000100010000000000001100000101110001000000010000010011000100010100000010001001100010010100000000011000000000000001001001100000000010001000010001000100000000111100000001100000011010000000011111010000000000000000000000010000000000000000000000000100000000000010000000000000000000000010000000000000000000000000100000000000000000000000000000000000000000000000000000,12,1,18,1,0,1,291.71500000000003,1.3333333333333333,3.9902000000000033,0
765,645-56-7,CCCc1ccc(O)cc1,11000000011100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001101000000000000000000000100000000000000000000000110000000100100000001001100000000000001100100000011010000000000000000000001000000000100000000000001000100000010000100000000000000000000000100000000000000000001000000010000000000000000010001000100000000000000001100000100010001000000010000010011000100010100000100001000100010010100000000111000000000000001001001100000000010001000010001001100000000111100000001100000010100000000011100010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,4,0,10,0,0,1,136.19399999999996,1.2,2.3447000000000005,1
768,4180-23-8,COc1ccc(\C=C\C)cc1,11000000011100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001101000000000000000000000000000000000000000000000110000000100100000001001100000000010001100100000011010000000000000000000010000000000100000000000001000100000010000100000000000000000000000100000100000000000001000000010000000000000000010001000100000000000000001100000100010001000000011000010011000100010100001000011000100011010100000000011000000100000001001001100000000010001000010001010100000000111100000001100000000000000000011100010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,5,0,11,1,0,1,148.20499999999998,1.1818181818181819,2.728300000000001,0
769,124-40-3,CNC,10000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010000000000000100000000000000000000000000000000000000000000000000000000000000000100000000100000000000000010110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3,0,2,0,0,0,45.085,1.3333333333333333,-0.1644000000000001,0
770,944-22-9,CCO[P](=S)(CC)Sc1ccccc1,11000000011100000010000000000010011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001101000001100000000000000000000100000000000000000100000000000101010001101000000000010001100100000000110000000000000000000000100000000100000000000000000100000010000100000000000000000000000100000000000000000001000000000000000000000000010001000100000011000000000000000000010001000000010000010000000100010100000000001000100010000100000000010000000000000001000001000000000000000000010001000100000000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,1,14,1,0,1,246.33700000000005,1.2857142857142858,4.144600000000003,0
771,22212-55-1,CCOC(=O)C(C)N(C(=O)c1ccccc1)c2ccc(Cl)c(Cl)c2,11100000011110100011000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000001111000000010000000000000000000000000000000000000110000101010111000011001100000100110001100101100100010000011000000000000010000000000100010000000001000100101110100100101100000000000100000100000000000000000001001010000011100000000000010001000101001000001100010000110011011001000000010100010000000110010110000011001011110110001100001110010000100001000011000001000011000000000110110001100100110000111000110001000100000000000100011100000000000000000010000000000000000000010000000000000000000000100000000000000000010000000000000000000010000000000000000000000100000000000000000000000000000000000000000000,12,0,25,2,0,2,366.24400000000014,1.0833333333333333,4.591800000000004,0
772,11067-81-5,CC1Cc2c3C(C)Cc3c4C(C)C5(CC5C)c4c2[S](=O)(=O)O1,11100000011110000011000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000011000001100000000000000000000000000000000000000001101000100000000000000000000000000000000000000000110000011000000000000100100010000000000000000000000000001101000000100000000000000000000000000000000000000111100010100101000001101100000000010000000100000000110000000000000000000000000000010100000000000001000000000010000000000000001110000010000100000000001000000001000000000000000000000000000001000100000010000000000000000000010001000000010000010000000100010100000000001000000010000100000000010000000000000001001001100000000000001000010001000100000000111100000001100000011110000000011111101000000000000000000101000000000000000000101000000000000000000101000000000000000000101000000000000000000101000000000000000000000000000000000000000000000000000000000000,16,1,26,2,0,5,318.43800000000005,1.0454545454545454,3.3908000000000023,0
773,1096-84-0,Oc1ccc2ccccc2c1Cc3c(O)ccc4ccccc34,11100000011110000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000011000001100000000000000000000000000000000000000000000000110000010101010000000000000000000001101000000000000000000000100000000000000000000000110000000100100000001001100000000000001100000000011011000000000000000000001000000000100000000000001000100000010000100000000000000000000000100000000000000000001000000010000000000000000010001000100000000000000001100000100010001000000010000010011000100010100000100001000100010010100000000111000000000000001001001100000000010001000010001001100000000111100000001110000011110100000011101010000000000000000000110000000000000000000110000000000000000000010000000000000000000110000000000000000000110000000000000000000000000000000000000000000000000000000000000,3,0,26,0,0,4,300.35699999999997,0.5217391304347826,4.995000000000004,2
774,464-49-3,CC1(C)[C@H]2CC[C@@]1(C)C(=O)C2,11100000011100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000011000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000000000000000000000000000111100000100100000001000000000000000000000100000000000000000000000000000000000000000000010000000000010000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000010001000100011000000100011111000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000000000000100000000000000000000,12,2,12,1,0,2,152.237,1.3636363636363635,2.401700000000001,0
775,21725-46-2,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,11000000011100111000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000001110000000010000100000000000000000000000000000000110010001000110000010000000000000100000000110001000000000110110010000001000000000000001100000000010000000000000000000010010000000000000000000000000000001001000000000000000010000000000000010000000010000000000010000000000000000000100000001000100000000000000000000000100000000000000000000000000000000000000010000001000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10,0,16,0,1,1,240.698,1.3125,1.6708799999999997,0
776,135158-54-2,CSC(=O)c1cccc2nnsc12,10000000011100110010000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000001011000000000011111000000000000000000000001111000000100000010000100000000000000000000000000110000001000100000011101111000000000101100101100000110110000000000000000000000001000101011100000001100100100011100100100000000000000100000110010010000010000001001000000001000010000000110001001100000110101001100000110010011011000000010000010000010110010101000001001010110010001100000000010000100000000011000001000000000000000000010001100100110000111000111001000100000000000100011100000000000000000000000000100000000000000000001000000000100000000000000000000000000000000100000000000000000001000000000100000000000000000000000000000000000000000000000000,4,0,14,1,0,2,210.283,1.5384615384615385,2.1945000000000006,0
777,624-92-0,CSSC,10000000010000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000100000000000000000000000000000000000000000000000000000000000000000000000000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,4,0,3,0,0,0,94.20400000000001,1.0,1.6274,0
778,957-51-7,CN(C)C(=O)C(c1ccccc1)c2ccccc2,11100000011110100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000001111000000000000000000000000000000000000000000000110100000000100000011001100000000100001100100000000010000011000000000000000000000000100010000000001000100001010100100001000000000000000000100000000000000000001000000000000000000000000010001000100000000001000010000000000010001000000010000010000000110010100000001001010100010001100001000010000000000000001000001000001000000000000010001000100000000111000110001000100011000000100011101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,6,0,19,1,0,2,239.318,0.8333333333333334,2.9067000000000016,0
779,82-71-3,Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,00000000011000110011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001111000000000000001000000100000000000000000000000100000001100100000011001000000000000001100001100011010000000000100000100001000000000100000010000000000100100010000100100001100000000100000100000000000000000001000000010001000000000001000001000100000000000000001010110110010001010000010100010011100100010100100101101000011010011100000000111000000000000011001011100000001010101000010001101100000000111101100000110000000000100000000000000000001000000000000000000100000000100000000000001000000000000000000001000000000000000000100000000100000000000001000000000000000000000000000000000000000000000000000000,11,6,17,3,0,1,245.10299999999998,0.8235294117647058,0.8224000000000007,2
780,94-96-2,CCCC(O)C(CC)CO,11100000011100000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000110100010100101000001000000000000010000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000010000000000000000000000000000000000100000000000000000001010000000000000000000000000000000000000001100000001100000000000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10,0,9,0,0,0,146.23,1.3,1.1659,2
781,608-93-5,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,00000000011000000000000000000000000001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001100000000010000000000000000000000000000000000000100000000010100000000001000000100000001100000000000010000000000000000000000000000000100000000000000000100000010000100000000000000000000000100000000000000000001000000000010100000000000000001000101001000000000000000000001010001000000010000010000000100010100000010001001000010000100000000010000000000000001000001000000000000000000010001000100000000111000000000000000000000000000000000000000000000000000100000000000000000000100000000000000000000100000000000000000000100000000000000000000100000000000000000000100000000000000000000000000000000000000000000,5,0,11,0,0,1,250.339,0.6363636363636364,4.9536,0
782,38638-05-0,CC(C)CC(C)CC(C)c1ccc(O[P](=O)(Oc2ccccc2)Oc3ccccc3)cc1,11110000011110000011100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000011000000000000000000000000000000000000000000000000000000000000010101000000000000000000000001101000000000000000000000000000100000000000000000110100000100100000001001100000000000001100100000011010000000000000000000000100010000100000000100001000100000010000100000000010000000000000100000000000000000001000000010000000000000000010001000100000000000000001100000100010001000000010000010011000100010100000000001000100010010100000000011000000000000001001001100000000010001000010001000100000000111100000001100000011110000000011101010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,14,1,34,1,0,3,452.5310000000001,0.625,8.507300000000004,0
783,142-71-2,[Cu++].CC([O-])=O.CC([O-])=O,10000000011000000011100000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000000000000000000000000000000000000000100000001000000000000000000000100000100000000000000000000000000000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,9,3,6,2,0,0,181.634,1.0,-2.490099999999999,0
784,69377-81-7,Nc1c(Cl)c(F)nc(OCC(O)=O)c1Cl,10000000011000110011000100000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000001111100000010000100000000100000000000000000000000100000001010101000011001001000101010000000001100110010010010010010000001011000000000101010000000000000000100111100000100110000000010100000101000100000100000001000010010010001100000000000001001100000100000011001000100111110011000000011010010011001100011110001011111001011011111110011100011110000101000111001101100000000011001110010111110100000000110100100000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,9,0,15,1,0,1,255.03199999999998,1.5333333333333334,1.5731,1
785,121-87-9,Nc1ccc(cc1Cl)[N+]([O-])=O,10000000011000110011000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001110000000010000101000000000000000000000000000000100000001010100000010001000000100000001100001100000010000000010100000100000000000000100000010000000000100100010000100100001100000000100000100000000000000000001000000000011100000000001010001000100000000000000000000110011010001010000010000010000000100010100000011001001110010001100000000010000000000000011000001001000000000000000010001100100000000111000100000000000000000000000000000000000000000000100000000000000000000010000000000000000000010000000000000000000100000000000000000000010000000000000000000010000000000000000000000000000000000000000000000,5,2,11,1,0,1,172.571,1.5454545454545454,1.8304,0
786,13306-69-9,CO[P](=S)(OC)Oc1ccc(N)c(C)c1,11000000011100100011000000000010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001111000000000000100000000000000100000000000000000110000001100100000011001100000000010001100101100011010000000010000000000000100010000100000000000001000100100010000100100000000000000100000100000000000000000001000000010001000000000000010001000100000000000000001100110110010001000000010000010011000100010100000001001000110010011100000000011000000000000011001001101000000010001000010001100100000000111101100001100000000010000000011100000000001000000000000010000000000000000000000100000000000000000000000001000000000000010000000000000000000000100000000000000000000000000000000000000000000000000000000000,9,1,15,1,0,1,247.25599999999997,1.2666666666666666,2.47332,0
787,23504-07-6,CNC(=O)Oc1ccccc1N(C)CC#C,11000000011100110011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001111000000000000100000000000000000000000000000000100000001100110000011001000000000100001100101100111010000011110000000000010000000000110010000001100000100100010000100101100000000000100000100000100000000000001000010010001000000000000010001000100010000000000011110110110010001001000011100010011000100010110001001011000110011011100011010011001000101000011001001100001000010001110110001110100000000111100100000100000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000,10,0,16,1,1,1,218.25599999999997,1.5625,1.4742,0
788,8066-11-3,CCNc1nc(Cl)nc(NC(C)(C)C)n1.CCNc2nc(NC(C)(C)C)nc(SC)n2,11110000011110111100000000000000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011000101100000000000000000000000000000000000000000000000000000000000000000011110000000000000000000000001110000000110000100000000000000000000000000000000110010001000110000010000000000000100100000110001000000000110110010000001000000001000001000000000000000000000000000000010010000000000000000000101000000001001010000000000000010000000000000010000000010000000000010000000000000000000100000000000100000000000000000000000100000000000000000000000000000000000000010000001000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,19,0,31,0,0,2,471.07900000000024,0.6774193548387096,4.4029000000000025,0
789,123-88-6,[Cl-].COCC[Hg+],10000000010000000010000000000000000001000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000000000000000000000000000000000000000101000001000000000000010000000100000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,6,2,4,0,0,0,295.131,1.6666666666666667,-2.3980999999999986,0
790,93106-60-6,CCN1CCN(CC1)c2cc3N(C=C(C(O)=O)C(=O)c3cc2F)C4CC4,11100000011110110011000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000001111000100000010000000000000000000000000000000000000000000000000000000100000010000000000000000000000000001111100000000000000000000100000000000000000000000110000101100110000011001100000001100001100101100100010000011000000000000001000000000100010000000001010100100110101100100100000000000100000100000000000000000001001010000001000000000000000001000100000000001000010000110010011001000000010000110010000111110110010001101010011010001100101000110000110001000011001001010000000000000110010001101100111000111100110001101100110100011100111100000100000000000000000000000000000000100000000100000000000000000000100000000000000000000000000000000100000000100000000000000000000000000000000000000000000000000000000000,20,0,29,3,0,4,359.4010000000002,1.2307692307692308,2.3156,1
791,55566-30-8,OC[P+](CO)(CO)CO.OC[P+](CO)(CO)CO.[O-][S]([O-])(=O)=O,11100000011100000011110000000011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000001000000000000000100000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000001000100000000000000000000000000000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23,5,20,2,0,0,406.28300000000013,0.5217391304347826,-3.731599999999998,8
792,7783-00-8,O[Se](O)=O,00000000000000000011000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,4,1,3,1,0,0,128.97299999999998,1.5,-1.6136000000000001,2
793,307-35-7,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[S](F)(=O)=O,00000000011100000011000111000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100000100000000000000000000000100000000000000100000000000000000000100000000010000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000001110000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,29,1,28,2,0,0,502.117,0.3793103448275862,5.252600000000003,0
794,9036-19-5,CC(C)(C)CC(C)(C)c1ccc(OCCOCCO)cc1,11100000011110000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001101000000000000000000000100000000000000000000000111000000100101000001001100000000010001100100000011010000000000000000000011000000000100000000000001000100000010000100000000000000000000000100000100000000000001000000010000000000000000010001000100000000000000001100000100010001000000011010011011000100010100001000011000100011010100000100011100000100000101001001100000000010001000010111010100000000111100000001100000011110000000011111010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,15,0,21,0,0,1,294.43499999999995,0.9047619047619048,3.7881000000000027,1
795,2437-79-8,Clc1ccc(c(Cl)c1)c2ccc(Cl)cc2Cl,10000000011100000000000000000000000001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000001100000000010000000000000000000000000000000000000110000000010100000000001100000100000001100000000000010000000000000000000000000000000100000000000001000100000010000100000000000000000000000100000000000000000001000000000010100000000000010001000100000000000000000000000001010001000000010000010000000100010100000010001001100010000100000000010000000000000001000001000000000000000000010001000100000000111000000001000000011000000000011101000010000000000000000000000000000000000100000010000000000000000000010000000000000000000000000000000000100000010000000000000000000000000000000000000000000000000000000000,4,0,17,0,0,2,291.99199999999996,0.5625,5.967200000000002,0
796,1303-96-4,O.O.O.O.O.O.O.O.O.O.[Na+].[Na+].[O-]B(OB=O)OB([O-])OB=O,11100011100000000011111000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23,4,10,2,0,0,381.37100000000015,0.5652173913043478,-18.583000000000013,0
797,1461-15-0,OC(=O)CN(CC(O)=O)Cc1cc2c(Oc3cc(O)c(CN(CC(O)=O)CC(O)=O)cc3C24OC(=O)c5ccccc45)cc1O,11100000011110110011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100000000000000000000000000000001101000110000011000001000000000000000000000000000000000000000001001000100100010101000000000000000000000001111000000000000000000000100000000000000000000000110001000100110000011001100000000100001100000000111010000011000000000000011000000000100010000000001000100000110100100000100000000000100000100000100000000000001001000010000000000000000010001000100000000001100011100000110011001000000011100010011100110010100001101011010100111011100001100111100100101000111001111100000000010101100110001011100110000111100110101111100011111110100011101010000000000000000000100000100000000000000110000000000000000000010000000000000000000100000100000000000000110000000000000000000000000000000000000000000000000000000000000,27,0,49,5,0,5,622.5390000000003,0.6444444444444445,1.6082000000000005,6
798,81-81-2,CC(=O)CC(c1ccccc1)C2=C(O)Oc3ccccc3C2=O,11100000011110000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000010000000000000000000000000000000000000000000000000000000100000010100000000000000000000000001101000000000000000000000100000000000000000000000110100000100100000001001100000000000001100100000111010000000000000000000011000000000100010000000001010100000110100100000100000000000000000100000100000000000001000000010000000000000000010001000100000000001000001100000100011001000000011000010011100110010100001000011000100011010100000100111101000100000101001011100000000010001000010001011100100000111100010001100111011100000101011101000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000,11,0,25,3,0,3,308.333,1.0869565217391304,3.609600000000002,1
799,25267-15-6,CC1(C)C2C(Cl)C1(Cl)C(Cl)(Cl)C(=C2C(Cl)(Cl)Cl)Cl,11000000011100000000000000000000000001111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000000000000000000000000001000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000010000000000000000000000000000000000000111100000011100000000000000011000000000000100000000000000000000000000000000000000000100000000000001000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000100001000000000000000000001000001000000000000000000000000010000000010000000000000000000000000000000000000000000000001000000000000000000010000000000000000011000000001000000001000000000011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,18,0,19,1,0,3,411.798,1.0555555555555556,6.278000000000001,0
